index,slide_id,project
3539,TCGA-CF-A9FF-01Z-00-DX1,TCGA-BLCA
3540,TCGA-GV-A3QF-01Z-00-DX1,TCGA-BLCA
3541,TCGA-BT-A3PJ-01Z-00-DX1,TCGA-BLCA
3542,TCGA-ZF-A9R9-01Z-00-DX1,TCGA-BLCA
3543,TCGA-CF-A8HY-01Z-00-DX1,TCGA-BLCA
3544,TCGA-BT-A20R-01Z-00-DX1,TCGA-BLCA
3545,TCGA-ZF-AA54-01Z-00-DX1,TCGA-BLCA
3546,TCGA-K4-A6MB-01Z-00-DX1,TCGA-BLCA
3547,TCGA-HQ-A5NE-01Z-00-DX1,TCGA-BLCA
3548,TCGA-DK-A3IK-01Z-00-DX1,TCGA-BLCA
3549,TCGA-XF-AAMT-01Z-00-DX1,TCGA-BLCA
3550,TCGA-GC-A3RD-01Z-00-DX1,TCGA-BLCA
3551,TCGA-XF-AAMH-01Z-00-DX1,TCGA-BLCA
3552,TCGA-XF-AAN1-01Z-00-DX1,TCGA-BLCA
3553,TCGA-E7-A541-01Z-00-DX1,TCGA-BLCA
3554,TCGA-DK-A1AC-01Z-00-DX1,TCGA-BLCA
3555,TCGA-G2-A3IE-01Z-00-DX2,TCGA-BLCA
3556,TCGA-C4-A0F7-01Z-00-DX1,TCGA-BLCA
3557,TCGA-DK-A2I2-01Z-00-DX1,TCGA-BLCA
3558,TCGA-XF-A9SG-01Z-00-DX1,TCGA-BLCA
3559,TCGA-E7-A97P-01Z-00-DX1,TCGA-BLCA
3560,TCGA-E7-A7XN-01Z-00-DX1,TCGA-BLCA
3561,TCGA-DK-A6B2-01Z-00-DX1,TCGA-BLCA
3562,TCGA-XF-A8HC-01Z-00-DX1,TCGA-BLCA
3563,TCGA-ZF-A9R3-01Z-00-DX1,TCGA-BLCA
3564,TCGA-CU-A0YN-01Z-00-DX1,TCGA-BLCA
3565,TCGA-UY-A8OC-01Z-00-DX1,TCGA-BLCA
3566,TCGA-FJ-A3Z7-01Z-00-DX4,TCGA-BLCA
3567,TCGA-FD-A5C0-01Z-00-DX1,TCGA-BLCA
3568,TCGA-2F-A9KR-01Z-00-DX1,TCGA-BLCA
3569,TCGA-G2-A2EJ-01Z-00-DX2,TCGA-BLCA
3570,TCGA-G2-A2EK-01Z-00-DX3,TCGA-BLCA
3571,TCGA-CF-A47S-01Z-00-DX1,TCGA-BLCA
3572,TCGA-XF-AAN7-01Z-00-DX1,TCGA-BLCA
3573,TCGA-E7-A97Q-01Z-00-DX1,TCGA-BLCA
3574,TCGA-E7-A85H-01Z-00-DX1,TCGA-BLCA
3575,TCGA-GV-A6ZA-01Z-00-DX1,TCGA-BLCA
3576,TCGA-S5-A6DX-01Z-00-DX1,TCGA-BLCA
3577,TCGA-K4-A3WV-01Z-00-DX1,TCGA-BLCA
3578,TCGA-LT-A5Z6-01Z-00-DX1,TCGA-BLCA
3579,TCGA-DK-A1AG-01Z-00-DX1,TCGA-BLCA
3580,TCGA-XF-AAMR-01Z-00-DX1,TCGA-BLCA
3581,TCGA-BT-A20N-01Z-00-DX1,TCGA-BLCA
3582,TCGA-DK-A6B1-01Z-00-DX1,TCGA-BLCA
3583,TCGA-FJ-A871-01Z-00-DX5,TCGA-BLCA
3584,TCGA-UY-A8OB-01Z-00-DX1,TCGA-BLCA
3585,TCGA-BL-A13J-01Z-00-DX2,TCGA-BLCA
3586,TCGA-CF-A3MF-01Z-00-DX1,TCGA-BLCA
3587,TCGA-XF-AAMJ-01Z-00-DX1,TCGA-BLCA
3588,TCGA-CF-A27C-01Z-00-DX1,TCGA-BLCA
3589,TCGA-FD-A43Y-01Z-00-DX1,TCGA-BLCA
3590,TCGA-FJ-A3ZE-01Z-00-DX1,TCGA-BLCA
3591,TCGA-XF-A8HB-01Z-00-DX1,TCGA-BLCA
3592,TCGA-G2-A2EC-01Z-00-DX3,TCGA-BLCA
3593,TCGA-GC-A3OO-01Z-00-DX1,TCGA-BLCA
3594,TCGA-BT-A2LA-01Z-00-DX1,TCGA-BLCA
3595,TCGA-PQ-A6FI-01Z-00-DX1,TCGA-BLCA
3596,TCGA-4Z-AA7N-01Z-00-DX1,TCGA-BLCA
3597,TCGA-FD-A5BR-01Z-00-DX1,TCGA-BLCA
3598,TCGA-DK-A1AA-01Z-00-DX1,TCGA-BLCA
3599,TCGA-FD-A3SJ-01Z-00-DX1,TCGA-BLCA
3600,TCGA-G2-AA3F-01Z-00-DX3,TCGA-BLCA
3601,TCGA-HQ-A5ND-01Z-00-DX1,TCGA-BLCA
3602,TCGA-FD-A3B6-01Z-00-DX1,TCGA-BLCA
3603,TCGA-HQ-A2OF-01Z-00-DX1,TCGA-BLCA
3604,TCGA-CF-A8HX-01Z-00-DX1,TCGA-BLCA
3605,TCGA-DK-A2I6-01Z-00-DX1,TCGA-BLCA
3606,TCGA-GC-A3RC-01Z-00-DX1,TCGA-BLCA
3607,TCGA-SY-A9G5-01Z-00-DX1,TCGA-BLCA
3608,TCGA-G2-A2EL-01Z-00-DX1,TCGA-BLCA
3609,TCGA-E7-A5KE-01Z-00-DX1,TCGA-BLCA
3610,TCGA-ZF-AA4N-01Z-00-DX1,TCGA-BLCA
3611,TCGA-G2-A2EJ-01Z-00-DX3,TCGA-BLCA
3612,TCGA-GU-A42R-01Z-00-DX2,TCGA-BLCA
3613,TCGA-XF-AAMG-01Z-00-DX1,TCGA-BLCA
3614,TCGA-2F-A9KT-01Z-00-DX2,TCGA-BLCA
3615,TCGA-XF-A9SI-01Z-00-DX1,TCGA-BLCA
3616,TCGA-FJ-A3Z7-01Z-00-DX3,TCGA-BLCA
3617,TCGA-GU-A42P-01Z-00-DX1,TCGA-BLCA
3618,TCGA-XF-A9SZ-01Z-00-DX1,TCGA-BLCA
3619,TCGA-G2-A2ES-01Z-00-DX1,TCGA-BLCA
3620,TCGA-G2-A2EO-01Z-00-DX3,TCGA-BLCA
3621,TCGA-DK-A2I1-01Z-00-DX1,TCGA-BLCA
3622,TCGA-G2-A2EC-01Z-00-DX4,TCGA-BLCA
3623,TCGA-BT-A0S7-01Z-00-DX1,TCGA-BLCA
3624,TCGA-XF-A9SY-01Z-00-DX1,TCGA-BLCA
3625,TCGA-K4-A83P-01Z-00-DX1,TCGA-BLCA
3626,TCGA-G2-A2EO-01Z-00-DX8,TCGA-BLCA
3627,TCGA-GU-A767-01Z-00-DX1,TCGA-BLCA
3628,TCGA-ZF-AA52-01Z-00-DX1,TCGA-BLCA
3629,TCGA-DK-A3IS-01Z-00-DX1,TCGA-BLCA
3630,TCGA-FD-A6TA-01Z-00-DX1,TCGA-BLCA
3631,TCGA-DK-A3IU-01Z-00-DX1,TCGA-BLCA
3632,TCGA-CF-A47W-01Z-00-DX1,TCGA-BLCA
3633,TCGA-FD-A62O-01Z-00-DX1,TCGA-BLCA
3634,TCGA-G2-A2EO-01Z-00-DX4,TCGA-BLCA
3635,TCGA-GC-A3BM-01Z-00-DX1,TCGA-BLCA
3636,TCGA-FD-A62P-01Z-00-DX1,TCGA-BLCA
3637,TCGA-XF-AAN2-01Z-00-DX1,TCGA-BLCA
3638,TCGA-LC-A66R-01Z-00-DX1,TCGA-BLCA
3639,TCGA-G2-A2EO-01Z-00-DX6,TCGA-BLCA
3640,TCGA-XF-AAN0-01Z-00-DX1,TCGA-BLCA
3641,TCGA-E7-A6ME-01Z-00-DX1,TCGA-BLCA
3642,TCGA-FD-A43U-01Z-00-DX1,TCGA-BLCA
3643,TCGA-E7-A677-01Z-00-DX1,TCGA-BLCA
3644,TCGA-FD-A3SN-01Z-00-DX1,TCGA-BLCA
3645,TCGA-FD-A43X-01Z-00-DX1,TCGA-BLCA
3646,TCGA-DK-A6AV-01Z-00-DX1,TCGA-BLCA
3647,TCGA-XF-A9T3-01Z-00-DX1,TCGA-BLCA
3648,TCGA-BT-A20J-01Z-00-DX1,TCGA-BLCA
3649,TCGA-DK-A3WX-01Z-00-DX1,TCGA-BLCA
3650,TCGA-ZF-A9R5-01Z-00-DX1,TCGA-BLCA
3651,TCGA-ZF-A9RM-01Z-00-DX1,TCGA-BLCA
3652,TCGA-DK-A6B5-01Z-00-DX1,TCGA-BLCA
3653,TCGA-5N-A9KI-01Z-00-DX1,TCGA-BLCA
3654,TCGA-UY-A78M-01Z-00-DX1,TCGA-BLCA
3655,TCGA-ZF-A9RL-01Z-00-DX1,TCGA-BLCA
3656,TCGA-DK-A1A6-01Z-00-DX1,TCGA-BLCA
3657,TCGA-DK-A2I4-01Z-00-DX1,TCGA-BLCA
3658,TCGA-E5-A4U1-01Z-00-DX1,TCGA-BLCA
3659,TCGA-BL-A13I-01Z-00-DX2,TCGA-BLCA
3660,TCGA-BT-A20O-01Z-00-DX1,TCGA-BLCA
3661,TCGA-FD-A5BZ-01Z-00-DX1,TCGA-BLCA
3662,TCGA-BT-A20U-01Z-00-DX1,TCGA-BLCA
3663,TCGA-K4-A4AB-01Z-00-DX1,TCGA-BLCA
3664,TCGA-E5-A4TZ-01Z-00-DX1,TCGA-BLCA
3665,TCGA-ZF-A9RN-01Z-00-DX1,TCGA-BLCA
3666,TCGA-4Z-AA7W-01Z-00-DX1,TCGA-BLCA
3667,TCGA-FD-A6TF-01Z-00-DX1,TCGA-BLCA
3668,TCGA-BL-A13J-01Z-00-DX1,TCGA-BLCA
3669,TCGA-GV-A40G-01Z-00-DX1,TCGA-BLCA
3670,TCGA-FD-A5BT-01Z-00-DX1,TCGA-BLCA
3671,TCGA-E7-A519-01Z-00-DX1,TCGA-BLCA
3672,TCGA-FD-A5BS-01Z-00-DX1,TCGA-BLCA
3673,TCGA-MV-A51V-01Z-00-DX1,TCGA-BLCA
3674,TCGA-FJ-A3Z7-01Z-00-DX5,TCGA-BLCA
3675,TCGA-FD-A3SS-01Z-00-DX1,TCGA-BLCA
3676,TCGA-DK-A3IL-01Z-00-DX1,TCGA-BLCA
3677,TCGA-XF-AAMZ-01Z-00-DX1,TCGA-BLCA
3678,TCGA-E7-A7DV-01Z-00-DX1,TCGA-BLCA
3679,TCGA-DK-A1AD-01Z-00-DX1,TCGA-BLCA
3680,TCGA-GU-A42P-01Z-00-DX2,TCGA-BLCA
3681,TCGA-G2-AA3F-01Z-00-DX5,TCGA-BLCA
3682,TCGA-G2-A2EJ-01Z-00-DX7,TCGA-BLCA
3683,TCGA-G2-A2EF-01Z-00-DX1,TCGA-BLCA
3684,TCGA-FD-A5BV-01Z-00-DX1,TCGA-BLCA
3685,TCGA-ZF-AA5N-01Z-00-DX1,TCGA-BLCA
3686,TCGA-GU-A764-01Z-00-DX1,TCGA-BLCA
3687,TCGA-FD-A6TE-01Z-00-DX1,TCGA-BLCA
3688,TCGA-2F-A9KP-01Z-00-DX1,TCGA-BLCA
3689,TCGA-UY-A9PD-01Z-00-DX1,TCGA-BLCA
3690,TCGA-GU-A762-01Z-00-DX1,TCGA-BLCA
3691,TCGA-DK-A3WY-01Z-00-DX1,TCGA-BLCA
3692,TCGA-XF-A9SL-01Z-00-DX1,TCGA-BLCA
3693,TCGA-XF-A9ST-01Z-00-DX1,TCGA-BLCA
3694,TCGA-K4-A5RJ-01Z-00-DX1,TCGA-BLCA
3695,TCGA-DK-A3IN-01Z-00-DX1,TCGA-BLCA
3696,TCGA-G2-A3IB-01Z-00-DX2,TCGA-BLCA
3697,TCGA-UY-A9PA-01Z-00-DX1,TCGA-BLCA
3698,TCGA-GV-A3QI-01Z-00-DX1,TCGA-BLCA
3699,TCGA-4Z-AA7R-01Z-00-DX1,TCGA-BLCA
3700,TCGA-ZF-A9R2-01Z-00-DX1,TCGA-BLCA
3701,TCGA-GV-A40E-01Z-00-DX1,TCGA-BLCA
3702,TCGA-DK-A2HX-01Z-00-DX1,TCGA-BLCA
3703,TCGA-XF-AAML-01Z-00-DX1,TCGA-BLCA
3704,TCGA-GU-AATP-01Z-00-DX1,TCGA-BLCA
3705,TCGA-ZF-AA58-01Z-00-DX1,TCGA-BLCA
3706,TCGA-GU-A763-01Z-00-DX1,TCGA-BLCA
3707,TCGA-G2-AA3F-01Z-00-DX9,TCGA-BLCA
3708,TCGA-G2-AA3B-01Z-00-DX1,TCGA-BLCA
3709,TCGA-DK-A1A7-01Z-00-DX1,TCGA-BLCA
3710,TCGA-BL-A5ZZ-01Z-00-DX1,TCGA-BLCA
3711,TCGA-GC-A3I6-01Z-00-DX1,TCGA-BLCA
3712,TCGA-G2-A2EO-01Z-00-DX7,TCGA-BLCA
3713,TCGA-GV-A3QK-01Z-00-DX1,TCGA-BLCA
3714,TCGA-DK-A3IM-01Z-00-DX1,TCGA-BLCA
3715,TCGA-G2-A2EF-01Z-00-DX2,TCGA-BLCA
3716,TCGA-GV-A3JW-01Z-00-DX1,TCGA-BLCA
3717,TCGA-ZF-AA5P-01Z-00-DX1,TCGA-BLCA
3718,TCGA-2F-A9KW-01Z-00-DX1,TCGA-BLCA
3719,TCGA-GC-A3RB-01Z-00-DX1,TCGA-BLCA
3720,TCGA-G2-A3IE-01Z-00-DX1,TCGA-BLCA
3721,TCGA-G2-AA3F-01Z-00-DX1,TCGA-BLCA
3722,TCGA-GU-A42Q-01Z-00-DX2,TCGA-BLCA
3723,TCGA-DK-A3WW-01Z-00-DX1,TCGA-BLCA
3724,TCGA-G2-A2EO-01Z-00-DX2,TCGA-BLCA
3725,TCGA-G2-A2ES-01Z-00-DX3,TCGA-BLCA
3726,TCGA-FD-A3B7-01Z-00-DX1,TCGA-BLCA
3727,TCGA-G2-A2ES-01Z-00-DX5,TCGA-BLCA
3728,TCGA-GD-A76B-01Z-00-DX1,TCGA-BLCA
3729,TCGA-GV-A3QH-01Z-00-DX1,TCGA-BLCA
3730,TCGA-BL-A13I-01Z-00-DX1,TCGA-BLCA
3731,TCGA-FD-A5C1-01Z-00-DX1,TCGA-BLCA
3732,TCGA-FD-A3SM-01Z-00-DX1,TCGA-BLCA
3733,TCGA-ZF-A9RD-01Z-00-DX1,TCGA-BLCA
3734,TCGA-G2-AA3F-01Z-00-DX7,TCGA-BLCA
3735,TCGA-BT-A42B-01Z-00-DX1,TCGA-BLCA
3736,TCGA-FD-A6TH-01Z-00-DX1,TCGA-BLCA
3737,TCGA-E7-A8O7-01Z-00-DX1,TCGA-BLCA
3738,TCGA-K4-A54R-01Z-00-DX1,TCGA-BLCA
3739,TCGA-XF-A9SW-01Z-00-DX1,TCGA-BLCA
3740,TCGA-UY-A9PE-01Z-00-DX1,TCGA-BLCA
3741,TCGA-CF-A3MG-01Z-00-DX1,TCGA-BLCA
3742,TCGA-XF-AAN8-01Z-00-DX1,TCGA-BLCA
3743,TCGA-G2-AA3C-01Z-00-DX2,TCGA-BLCA
3744,TCGA-E7-A678-01Z-00-DX1,TCGA-BLCA
3745,TCGA-ZF-AA4W-01Z-00-DX1,TCGA-BLCA
3746,TCGA-FD-A3SP-01Z-00-DX1,TCGA-BLCA
3747,TCGA-4Z-AA7Y-01Z-00-DX1,TCGA-BLCA
3748,TCGA-ZF-AA4V-01Z-00-DX1,TCGA-BLCA
3749,TCGA-CF-A9FL-01Z-00-DX1,TCGA-BLCA
3750,TCGA-ZF-AA5H-01Z-00-DX1,TCGA-BLCA
3751,TCGA-XF-A9SK-01Z-00-DX1,TCGA-BLCA
3752,TCGA-G2-A2EF-01Z-00-DX3,TCGA-BLCA
3753,TCGA-GD-A3OQ-01Z-00-DX1,TCGA-BLCA
3754,TCGA-CF-A1HS-01Z-00-DX1,TCGA-BLCA
3755,TCGA-K4-A5RH-01Z-00-DX1,TCGA-BLCA
3756,TCGA-FD-A43N-01Z-00-DX1,TCGA-BLCA
3757,TCGA-FD-A5BY-01Z-00-DX1,TCGA-BLCA
3758,TCGA-FJ-A3ZE-01Z-00-DX2,TCGA-BLCA
3759,TCGA-J4-A67L-01Z-00-DX1,TCGA-PRAD
3760,TCGA-HC-7752-01Z-00-DX1,TCGA-PRAD
3761,TCGA-YL-A8SI-01Z-00-DX1,TCGA-PRAD
3762,TCGA-X4-A8KQ-01Z-00-DX3,TCGA-PRAD
3763,TCGA-J4-A83N-01Z-00-DX1,TCGA-PRAD
3764,TCGA-G9-6379-01Z-00-DX1,TCGA-PRAD
3765,TCGA-WW-A8ZI-01Z-00-DX2,TCGA-PRAD
3766,TCGA-XK-AAJU-01Z-00-DX1,TCGA-PRAD
3767,TCGA-G9-6365-01Z-00-DX1,TCGA-PRAD
3768,TCGA-KK-A8IF-01Z-00-DX1,TCGA-PRAD
3769,TCGA-YL-A8SL-01Z-00-DX3,TCGA-PRAD
3770,TCGA-EJ-7792-01Z-00-DX1,TCGA-PRAD
3771,TCGA-G9-A9S7-01Z-00-DX1,TCGA-PRAD
3772,TCGA-KK-A59Y-01Z-00-DX1,TCGA-PRAD
3773,TCGA-VP-A876-01Z-00-DX1,TCGA-PRAD
3774,TCGA-KK-A7B4-01Z-00-DX1,TCGA-PRAD
3775,TCGA-EJ-5516-01Z-00-DX1,TCGA-PRAD
3776,TCGA-HC-A6AP-01Z-00-DX1,TCGA-PRAD
3777,TCGA-J4-A83J-01Z-00-DX1,TCGA-PRAD
3778,TCGA-HC-8266-01Z-00-DX1,TCGA-PRAD
3779,TCGA-WW-A8ZI-01Z-00-DX3,TCGA-PRAD
3780,TCGA-MG-AAMC-01Z-00-DX1,TCGA-PRAD
3781,TCGA-TP-A8TT-01Z-00-DX1,TCGA-PRAD
3782,TCGA-XJ-A9DQ-01Z-00-DX1,TCGA-PRAD
3783,TCGA-G9-6362-01Z-00-DX1,TCGA-PRAD
3784,TCGA-G9-6377-01Z-00-DX1,TCGA-PRAD
3785,TCGA-CH-5751-01Z-00-DX1,TCGA-PRAD
3786,TCGA-HC-8261-01Z-00-DX1,TCGA-PRAD
3787,TCGA-EJ-5507-01Z-00-DX1,TCGA-PRAD
3788,TCGA-G9-6348-01Z-00-DX1,TCGA-PRAD
3789,TCGA-YL-A8SQ-01Z-00-DX1,TCGA-PRAD
3790,TCGA-EJ-5515-01Z-00-DX1,TCGA-PRAD
3791,TCGA-YL-A8S8-01Z-00-DX1,TCGA-PRAD
3792,TCGA-KK-A8IA-01Z-00-DX1,TCGA-PRAD
3793,TCGA-KK-A8IK-01Z-00-DX1,TCGA-PRAD
3794,TCGA-G9-6367-01Z-00-DX1,TCGA-PRAD
3795,TCGA-Y6-A8TL-01Z-00-DX1,TCGA-PRAD
3796,TCGA-XK-AAJ3-01Z-00-DX1,TCGA-PRAD
3797,TCGA-G9-6496-01Z-00-DX1,TCGA-PRAD
3798,TCGA-HC-7818-01Z-00-DX1,TCGA-PRAD
3799,TCGA-EJ-5526-01Z-00-DX1,TCGA-PRAD
3800,TCGA-J4-A67K-01Z-00-DX1,TCGA-PRAD
3801,TCGA-YL-A8HL-01Z-00-DX1,TCGA-PRAD
3802,TCGA-XK-AAIW-01Z-00-DX1,TCGA-PRAD
3803,TCGA-V1-A8MF-01Z-00-DX1,TCGA-PRAD
3804,TCGA-HC-7821-01Z-00-DX1,TCGA-PRAD
3805,TCGA-G9-6339-01Z-00-DX1,TCGA-PRAD
3806,TCGA-CH-5737-01Z-00-DX1,TCGA-PRAD
3807,TCGA-G9-6385-01Z-00-DX1,TCGA-PRAD
3808,TCGA-XJ-A83H-01Z-00-DX1,TCGA-PRAD
3809,TCGA-KK-A8IC-01Z-00-DX1,TCGA-PRAD
3810,TCGA-J4-AATZ-01Z-00-DX1,TCGA-PRAD
3811,TCGA-HC-7211-01Z-00-DX1,TCGA-PRAD
3812,TCGA-EJ-5527-01Z-00-DX1,TCGA-PRAD
3813,TCGA-HC-7744-01Z-00-DX1,TCGA-PRAD
3814,TCGA-G9-6378-01Z-00-DX1,TCGA-PRAD
3815,TCGA-XQ-A8TB-01Z-00-DX1,TCGA-PRAD
3816,TCGA-HC-A631-01Z-00-DX1,TCGA-PRAD
3817,TCGA-J4-A67R-01Z-00-DX1,TCGA-PRAD
3818,TCGA-J4-A67S-01Z-00-DX1,TCGA-PRAD
3819,TCGA-EJ-7115-01Z-00-DX1,TCGA-PRAD
3820,TCGA-V1-A8X3-01Z-00-DX1,TCGA-PRAD
3821,TCGA-EJ-7797-01Z-00-DX1,TCGA-PRAD
3822,TCGA-M7-A71Z-01Z-00-DX1,TCGA-PRAD
3823,TCGA-EJ-A46D-01Z-00-DX1,TCGA-PRAD
3824,TCGA-CH-5761-01Z-00-DX1,TCGA-PRAD
3825,TCGA-YL-A8SK-01Z-00-DX3,TCGA-PRAD
3826,TCGA-V1-A9ZK-01Z-00-DX1,TCGA-PRAD
3827,TCGA-XK-AAJA-01Z-00-DX1,TCGA-PRAD
3828,TCGA-HC-8213-01Z-00-DX1,TCGA-PRAD
3829,TCGA-M7-A722-01Z-00-DX1,TCGA-PRAD
3830,TCGA-2A-A8VO-01Z-00-DX1,TCGA-PRAD
3831,TCGA-EJ-5532-01Z-00-DX1,TCGA-PRAD
3832,TCGA-J4-A67M-01Z-00-DX1,TCGA-PRAD
3833,TCGA-X4-A8KQ-01Z-00-DX6,TCGA-PRAD
3834,TCGA-EJ-5525-01Z-00-DX1,TCGA-PRAD
3835,TCGA-V1-A9ZI-01Z-00-DX1,TCGA-PRAD
3836,TCGA-HC-7740-01Z-00-DX1,TCGA-PRAD
3837,TCGA-YL-A8SK-01Z-00-DX1,TCGA-PRAD
3838,TCGA-M7-A71Y-01Z-00-DX1,TCGA-PRAD
3839,TCGA-KK-A7B0-01Z-00-DX1,TCGA-PRAD
3840,TCGA-YL-A9WI-01Z-00-DX1,TCGA-PRAD
3841,TCGA-HC-8260-01Z-00-DX1,TCGA-PRAD
3842,TCGA-Y6-A9XI-01Z-00-DX6,TCGA-PRAD
3843,TCGA-KK-A7AZ-01Z-00-DX1,TCGA-PRAD
3844,TCGA-V1-A9OL-01Z-00-DX1,TCGA-PRAD
3845,TCGA-HC-7738-01Z-00-DX1,TCGA-PRAD
3846,TCGA-V1-A9ZG-01Z-00-DX1,TCGA-PRAD
3847,TCGA-YL-A8SL-01Z-00-DX1,TCGA-PRAD
3848,TCGA-EJ-7321-01Z-00-DX1,TCGA-PRAD
3849,TCGA-HC-7817-01Z-00-DX1,TCGA-PRAD
3850,TCGA-HC-8256-01Z-00-DX1,TCGA-PRAD
3851,TCGA-CH-5768-01Z-00-DX1,TCGA-PRAD
3852,TCGA-KK-A8ID-01Z-00-DX1,TCGA-PRAD
3853,TCGA-M7-A720-01Z-00-DX1,TCGA-PRAD
3854,TCGA-YL-A8SJ-01Z-00-DX2,TCGA-PRAD
3855,TCGA-VP-A87D-01Z-00-DX1,TCGA-PRAD
3856,TCGA-EJ-7793-01Z-00-DX1,TCGA-PRAD
3857,TCGA-HC-A6AL-01Z-00-DX1,TCGA-PRAD
3858,TCGA-HC-8212-01Z-00-DX1,TCGA-PRAD
3859,TCGA-X4-A8KQ-01Z-00-DX8,TCGA-PRAD
3860,TCGA-YL-A8SI-01Z-00-DX2,TCGA-PRAD
3861,TCGA-V1-A8WS-01Z-00-DX1,TCGA-PRAD
3862,TCGA-HC-7230-01Z-00-DX1,TCGA-PRAD
3863,TCGA-HC-8216-01Z-00-DX1,TCGA-PRAD
3864,TCGA-VP-A87J-01Z-00-DX1,TCGA-PRAD
3865,TCGA-G9-7521-01Z-00-DX1,TCGA-PRAD
3866,TCGA-G9-6373-01Z-00-DX1,TCGA-PRAD
3867,TCGA-G9-6338-01Z-00-DX1,TCGA-PRAD
3868,TCGA-YL-A8SJ-01Z-00-DX3,TCGA-PRAD
3869,TCGA-EJ-5517-01Z-00-DX1,TCGA-PRAD
3870,TCGA-G9-6336-01Z-00-DX1,TCGA-PRAD
3871,TCGA-TK-A8OK-01Z-00-DX1,TCGA-PRAD
3872,TCGA-HC-7749-01Z-00-DX1,TCGA-PRAD
3873,TCGA-HC-8257-01Z-00-DX1,TCGA-PRAD
3874,TCGA-J4-A6G1-01Z-00-DX1,TCGA-PRAD
3875,TCGA-QU-A6IO-01Z-00-DX1,TCGA-PRAD
3876,TCGA-EJ-5495-01Z-00-DX1,TCGA-PRAD
3877,TCGA-YL-A9WI-01Z-00-DX4,TCGA-PRAD
3878,TCGA-X4-A8KS-01Z-00-DX1,TCGA-PRAD
3879,TCGA-HC-7078-01Z-00-DX1,TCGA-PRAD
3880,TCGA-EJ-5511-01Z-00-DX1,TCGA-PRAD
3881,TCGA-M7-A721-01Z-00-DX1,TCGA-PRAD
3882,TCGA-G9-6354-01Z-00-DX1,TCGA-PRAD
3883,TCGA-HC-A76W-01Z-00-DX1,TCGA-PRAD
3884,TCGA-HC-A48F-01Z-00-DX1,TCGA-PRAD
3885,TCGA-YL-A8SK-01Z-00-DX4,TCGA-PRAD
3886,TCGA-SU-A7E7-01Z-00-DX1,TCGA-PRAD
3887,TCGA-G9-7523-01Z-00-DX1,TCGA-PRAD
3888,TCGA-G9-6332-01Z-00-DX1,TCGA-PRAD
3889,TCGA-EJ-A46I-01Z-00-DX1,TCGA-PRAD
3890,TCGA-CH-5765-01Z-00-DX1,TCGA-PRAD
3891,TCGA-Y6-A9XI-01Z-00-DX5,TCGA-PRAD
3892,TCGA-G9-6353-01Z-00-DX1,TCGA-PRAD
3893,TCGA-4L-AA1F-01Z-00-DX1,TCGA-PRAD
3894,TCGA-EJ-5508-01Z-00-DX1,TCGA-PRAD
3895,TCGA-CH-5753-01Z-00-DX1,TCGA-PRAD
3896,TCGA-V1-A9Z8-01Z-00-DX1,TCGA-PRAD
3897,TCGA-FC-A8O0-01Z-00-DX1,TCGA-PRAD
3898,TCGA-G9-6499-01Z-00-DX1,TCGA-PRAD
3899,TCGA-HC-7231-01Z-00-DX1,TCGA-PRAD
3900,TCGA-HC-7742-01Z-00-DX1,TCGA-PRAD
3901,TCGA-G9-6498-01Z-00-DX1,TCGA-PRAD
3902,TCGA-2A-AAYO-01Z-00-DX1,TCGA-PRAD
3903,TCGA-VP-A87C-01Z-00-DX1,TCGA-PRAD
3904,TCGA-YL-A9WL-01Z-00-DX1,TCGA-PRAD
3905,TCGA-XJ-A9DI-01Z-00-DX1,TCGA-PRAD
3906,TCGA-CH-5762-01Z-00-DX1,TCGA-PRAD
3907,TCGA-EJ-A46B-01Z-00-DX1,TCGA-PRAD
3908,TCGA-KK-A59X-01Z-00-DX1,TCGA-PRAD
3909,TCGA-X4-A8KQ-01Z-00-DX1,TCGA-PRAD
3910,TCGA-V1-A8WW-01Z-00-DX1,TCGA-PRAD
3911,TCGA-WW-A8ZI-01Z-00-DX6,TCGA-PRAD
3912,TCGA-J4-A6G3-01Z-00-DX1,TCGA-PRAD
3913,TCGA-Y6-A9XI-01Z-00-DX1,TCGA-PRAD
3914,TCGA-YL-A8SJ-01Z-00-DX4,TCGA-PRAD
3915,TCGA-YL-A8SH-01Z-00-DX3,TCGA-PRAD
3916,TCGA-KK-A7AP-01Z-00-DX1,TCGA-PRAD
3917,TCGA-HC-7213-01Z-00-DX1,TCGA-PRAD
3918,TCGA-KK-A6E1-01Z-00-DX1,TCGA-PRAD
3919,TCGA-EJ-5509-01Z-00-DX1,TCGA-PRAD
3920,TCGA-KK-A7AV-01Z-00-DX1,TCGA-PRAD
3921,TCGA-XA-A8JR-01Z-00-DX1,TCGA-PRAD
3922,TCGA-G9-6333-01Z-00-DX1,TCGA-PRAD
3923,TCGA-EJ-7330-01Z-00-DX1,TCGA-PRAD
3924,TCGA-KK-A8II-01Z-00-DX1,TCGA-PRAD
3925,TCGA-CH-5745-01Z-00-DX1,TCGA-PRAD
3926,TCGA-KK-A7B1-01Z-00-DX1,TCGA-PRAD
3927,TCGA-KK-A7B3-01Z-00-DX1,TCGA-PRAD
3928,TCGA-XQ-A8TA-01Z-00-DX1,TCGA-PRAD
3929,TCGA-EJ-5519-01Z-00-DX1,TCGA-PRAD
3930,TCGA-CH-5746-01Z-00-DX1,TCGA-PRAD
