index,slide_id,project,fold
7680,TCGA-06-0154-01Z-00-DX2,TCGA-GBM,6
7027,TCGA-12-0772-01Z-00-DX1,TCGA-GBM,7
7355,TCGA-27-1836-01Z-00-DX3,TCGA-GBM,8
7255,TCGA-06-0187-01Z-00-DX4,TCGA-GBM,9
7682,TCGA-02-0001-01Z-00-DX1,TCGA-GBM,0
7026,TCGA-14-1829-01Z-00-DX1,TCGA-GBM,1
7284,TCGA-08-0389-01Z-00-DX1,TCGA-GBM,2
7378,TCGA-08-0511-01Z-00-DX1,TCGA-GBM,3
7148,TCGA-12-3650-01Z-00-DX2,TCGA-GBM,4
7205,TCGA-02-0337-01Z-00-DX1,TCGA-GBM,5
6904,TCGA-19-5950-01Z-00-DX1,TCGA-GBM,6
7057,TCGA-06-1086-01Z-00-DX2,TCGA-GBM,7
7738,TCGA-12-0773-01Z-00-DX1,TCGA-GBM,8
7197,TCGA-14-0789-01Z-00-DX5,TCGA-GBM,9
7275,TCGA-12-3653-01Z-00-DX3,TCGA-GBM,0
7687,TCGA-12-0819-01Z-00-DX1,TCGA-GBM,1
6897,TCGA-02-0010-01Z-00-DX3,TCGA-GBM,2
7292,TCGA-06-0125-01Z-00-DX1,TCGA-GBM,3
7293,TCGA-14-1825-01Z-00-DX4,TCGA-GBM,4
7190,TCGA-14-1452-01Z-00-DX3,TCGA-GBM,5
7239,TCGA-12-0773-01Z-00-DX6,TCGA-GBM,6
6910,TCGA-12-1089-01Z-00-DX3,TCGA-GBM,7
7521,TCGA-14-0783-01Z-00-DX2,TCGA-GBM,8
7054,TCGA-06-0154-01Z-00-DX4,TCGA-GBM,9
7651,TCGA-02-0068-01Z-00-DX1,TCGA-GBM,0
6923,TCGA-14-1037-01Z-00-DX1,TCGA-GBM,1
7060,TCGA-12-0656-01Z-00-DX2,TCGA-GBM,2
7130,TCGA-06-1084-01Z-00-DX1,TCGA-GBM,3
7601,TCGA-06-0152-01Z-00-DX1,TCGA-GBM,4
7468,TCGA-06-0216-01Z-00-DX3,TCGA-GBM,5
7588,TCGA-19-5955-01Z-00-DX1,TCGA-GBM,6
7622,TCGA-12-0769-01Z-00-DX7,TCGA-GBM,7
7039,TCGA-12-0670-01Z-00-DX1,TCGA-GBM,8
7172,TCGA-08-0355-01Z-00-DX1,TCGA-GBM,9
7408,TCGA-06-0209-01Z-00-DX1,TCGA-GBM,0
6902,TCGA-06-0166-01Z-00-DX4,TCGA-GBM,1
7012,TCGA-14-1823-01Z-00-DX4,TCGA-GBM,2
7207,TCGA-06-0221-01Z-00-DX1,TCGA-GBM,3
7140,TCGA-08-0347-01Z-00-DX1,TCGA-GBM,4
7577,TCGA-02-0451-01Z-00-DX3,TCGA-GBM,5
7711,TCGA-14-1401-01Z-00-DX2,TCGA-GBM,6
7075,TCGA-06-0749-01Z-00-DX4,TCGA-GBM,7
7000,TCGA-19-5947-01Z-00-DX1,TCGA-GBM,8
7421,TCGA-12-0688-01Z-00-DX3,TCGA-GBM,9
7065,TCGA-08-0525-01Z-00-DX3,TCGA-GBM,0
7186,TCGA-06-0881-01Z-00-DX2,TCGA-GBM,1
7544,TCGA-02-0439-01Z-00-DX2,TCGA-GBM,2
7503,TCGA-06-0877-01Z-00-DX2,TCGA-GBM,3
7514,TCGA-02-0258-01Z-00-DX2,TCGA-GBM,4
7482,TCGA-02-0339-01Z-00-DX1,TCGA-GBM,5
7580,TCGA-19-5959-01Z-00-DX1,TCGA-GBM,6
7402,TCGA-19-1392-01Z-00-DX1,TCGA-GBM,7
7729,TCGA-06-0157-01Z-00-DX1,TCGA-GBM,8
6930,TCGA-06-0138-01Z-00-DX2,TCGA-GBM,9
7664,TCGA-19-2621-01Z-00-DX1,TCGA-GBM,0
7042,TCGA-06-0750-01Z-00-DX2,TCGA-GBM,1
7576,TCGA-12-3651-01Z-00-DX2,TCGA-GBM,2
7056,TCGA-06-0124-01Z-00-DX3,TCGA-GBM,3
6901,TCGA-12-1091-01Z-00-DX3,TCGA-GBM,4
7396,TCGA-12-0822-01Z-00-DX5,TCGA-GBM,5
6933,TCGA-06-0745-01Z-00-DX1,TCGA-GBM,6
7717,TCGA-12-0826-01Z-00-DX2,TCGA-GBM,7
7649,TCGA-06-0189-01Z-00-DX2,TCGA-GBM,8
7400,TCGA-08-0385-01Z-00-DX1,TCGA-GBM,9
7483,TCGA-12-0822-01Z-00-DX2,TCGA-GBM,0
7365,TCGA-14-1825-01Z-00-DX3,TCGA-GBM,1
7168,TCGA-12-0620-01Z-00-DX3,TCGA-GBM,2
7487,TCGA-06-0187-01Z-00-DX2,TCGA-GBM,3
7110,TCGA-06-1802-01Z-00-DX1,TCGA-GBM,4
6911,TCGA-14-1452-01Z-00-DX4,TCGA-GBM,5
7561,TCGA-06-0176-01Z-00-DX1,TCGA-GBM,6
7322,TCGA-12-1599-01Z-00-DX3,TCGA-GBM,7
7249,TCGA-14-0789-01Z-00-DX2,TCGA-GBM,8
7114,TCGA-06-0139-01Z-00-DX1,TCGA-GBM,9
6922,TCGA-27-1832-01Z-00-DX1,TCGA-GBM,0
7712,TCGA-14-0786-01Z-00-DX3,TCGA-GBM,1
7259,TCGA-06-0139-01Z-00-DX2,TCGA-GBM,2
7354,TCGA-06-0197-01Z-00-DX1,TCGA-GBM,3
7714,TCGA-4W-AA9S-01Z-00-DX1,TCGA-GBM,4
7616,TCGA-28-1749-01Z-00-DX1,TCGA-GBM,5
7516,TCGA-06-0645-01Z-00-DX1,TCGA-GBM,6
7079,TCGA-06-0152-01Z-00-DX5,TCGA-GBM,7
7618,TCGA-06-5412-01Z-00-DX1,TCGA-GBM,8
7627,TCGA-19-1788-01Z-00-DX1,TCGA-GBM,9
7388,TCGA-06-0178-01Z-00-DX5,TCGA-GBM,0
7716,TCGA-19-1390-01Z-00-DX1,TCGA-GBM,1
7602,TCGA-02-0033-01Z-00-DX1,TCGA-GBM,2
7715,TCGA-06-0210-01Z-00-DX2,TCGA-GBM,3
7047,TCGA-12-3651-01Z-00-DX3,TCGA-GBM,4
7495,TCGA-19-A60I-01Z-00-DX5,TCGA-GBM,5
7037,TCGA-06-0197-01Z-00-DX3,TCGA-GBM,6
7478,TCGA-14-0817-01Z-00-DX1,TCGA-GBM,7
7513,TCGA-14-1453-01Z-00-DX2,TCGA-GBM,8
7540,TCGA-08-0350-01Z-00-DX1,TCGA-GBM,9
6996,TCGA-08-0512-01Z-00-DX1,TCGA-GBM,0
7111,TCGA-06-0190-01Z-00-DX1,TCGA-GBM,1
7484,TCGA-12-1098-01Z-00-DX2,TCGA-GBM,2
6988,TCGA-12-3652-01Z-00-DX3,TCGA-GBM,3
7306,TCGA-06-0137-01Z-00-DX5,TCGA-GBM,4
7304,TCGA-41-3915-01Z-00-DX1,TCGA-GBM,5
7471,TCGA-19-2620-01Z-00-DX1,TCGA-GBM,6
7004,TCGA-06-0166-01Z-00-DX2,TCGA-GBM,7
6938,TCGA-06-0209-01Z-00-DX2,TCGA-GBM,8
7036,TCGA-12-0821-01Z-00-DX3,TCGA-GBM,9
7288,TCGA-06-0201-01Z-00-DX1,TCGA-GBM,0
7695,TCGA-12-0615-01Z-00-DX1,TCGA-GBM,1
7092,TCGA-02-0003-01Z-00-DX2,TCGA-GBM,2
7653,TCGA-06-0147-01Z-00-DX1,TCGA-GBM,3
7725,TCGA-28-1752-01Z-00-DX1,TCGA-GBM,4
6893,TCGA-12-1089-01Z-00-DX1,TCGA-GBM,5
7583,TCGA-12-1095-01Z-00-DX2,TCGA-GBM,6
6921,TCGA-15-1447-01Z-00-DX1,TCGA-GBM,7
7337,TCGA-12-0778-01Z-00-DX2,TCGA-GBM,8
7138,TCGA-14-1795-01Z-00-DX2,TCGA-GBM,9
7188,TCGA-02-0023-01Z-00-DX1,TCGA-GBM,0
7647,TCGA-06-6388-01Z-00-DX1,TCGA-GBM,1
7456,TCGA-06-0145-01Z-00-DX4,TCGA-GBM,2
7501,TCGA-12-0826-01Z-00-DX1,TCGA-GBM,3
7510,TCGA-02-0016-01Z-00-DX1,TCGA-GBM,4
7147,TCGA-12-0775-01Z-00-DX1,TCGA-GBM,5
7182,TCGA-12-0654-01Z-00-DX2,TCGA-GBM,6
7299,TCGA-02-0071-01Z-00-DX1,TCGA-GBM,7
7035,TCGA-06-0686-01Z-00-DX1,TCGA-GBM,8
7567,TCGA-06-0168-01Z-00-DX2,TCGA-GBM,9
7646,TCGA-14-1454-01Z-00-DX3,TCGA-GBM,0
7435,TCGA-06-0210-01Z-00-DX5,TCGA-GBM,1
7373,TCGA-14-1795-01Z-00-DX4,TCGA-GBM,2
7032,TCGA-06-5415-01Z-00-DX1,TCGA-GBM,3
7031,TCGA-12-3653-01Z-00-DX1,TCGA-GBM,4
7511,TCGA-19-A60I-01Z-00-DX2,TCGA-GBM,5
7683,TCGA-26-1440-01Z-00-DX1,TCGA-GBM,6
7693,TCGA-06-0145-01Z-00-DX3,TCGA-GBM,7
7233,TCGA-06-0214-01Z-00-DX2,TCGA-GBM,8
7348,TCGA-12-0619-01Z-00-DX1,TCGA-GBM,9
7210,TCGA-12-0707-01Z-00-DX2,TCGA-GBM,0
7071,TCGA-14-1037-01Z-00-DX2,TCGA-GBM,1
7008,TCGA-14-1451-01Z-00-DX2,TCGA-GBM,2
7617,TCGA-06-1802-01Z-00-DX2,TCGA-GBM,3
7493,TCGA-08-0525-01Z-00-DX2,TCGA-GBM,4
7028,TCGA-02-0009-01Z-00-DX3,TCGA-GBM,5
7706,TCGA-06-0201-01Z-00-DX2,TCGA-GBM,6
7082,TCGA-06-5858-01Z-00-DX1,TCGA-GBM,7
7494,TCGA-08-0525-01Z-00-DX4,TCGA-GBM,8
7164,TCGA-06-0195-01Z-00-DX2,TCGA-GBM,9
7178,TCGA-02-0432-01Z-00-DX1,TCGA-GBM,0
7285,TCGA-06-1084-01Z-00-DX2,TCGA-GBM,1
7007,TCGA-02-0333-01Z-00-DX1,TCGA-GBM,2
7068,TCGA-14-1451-01Z-00-DX5,TCGA-GBM,3
7087,TCGA-02-0269-01Z-00-DX1,TCGA-GBM,4
7323,TCGA-02-0006-01Z-00-DX2,TCGA-GBM,5
7131,TCGA-27-1833-01Z-00-DX4,TCGA-GBM,6
7300,TCGA-08-0517-01Z-00-DX1,TCGA-GBM,7
7645,TCGA-14-1825-01Z-00-DX1,TCGA-GBM,8
7014,TCGA-02-0099-01Z-00-DX1,TCGA-GBM,9
7522,TCGA-12-1096-01Z-00-DX2,TCGA-GBM,0
7287,TCGA-12-1099-01Z-00-DX3,TCGA-GBM,1
7563,TCGA-06-0141-01Z-00-DX2,TCGA-GBM,2
7552,TCGA-12-0692-01Z-00-DX2,TCGA-GBM,3
7702,TCGA-06-0878-01Z-00-DX2,TCGA-GBM,4
7104,TCGA-12-0822-01Z-00-DX1,TCGA-GBM,5
7526,TCGA-02-0001-01Z-00-DX2,TCGA-GBM,6
7669,TCGA-12-0688-01Z-00-DX4,TCGA-GBM,7
7537,TCGA-26-1442-01Z-00-DX1,TCGA-GBM,8
7672,TCGA-06-0184-01Z-00-DX4,TCGA-GBM,9
7509,TCGA-19-5958-01Z-00-DX1,TCGA-GBM,0
7608,TCGA-12-0769-01Z-00-DX5,TCGA-GBM,1
7545,TCGA-27-2528-01Z-00-DX1,TCGA-GBM,2
7271,TCGA-06-0128-01Z-00-DX1,TCGA-GBM,3
7718,TCGA-08-0386-01Z-00-DX1,TCGA-GBM,4
7394,TCGA-06-0747-01Z-00-DX3,TCGA-GBM,5
7152,TCGA-06-0209-01Z-00-DX7,TCGA-GBM,6
7593,TCGA-12-1599-01Z-00-DX2,TCGA-GBM,7
7326,TCGA-06-0221-01Z-00-DX6,TCGA-GBM,8
7381,TCGA-08-0516-01Z-00-DX1,TCGA-GBM,9
6997,TCGA-14-1454-01Z-00-DX1,TCGA-GBM,0
7117,TCGA-12-3651-01Z-00-DX1,TCGA-GBM,1
7710,TCGA-12-0780-01Z-00-DX1,TCGA-GBM,2
7492,TCGA-14-1396-01Z-00-DX1,TCGA-GBM,3
7258,TCGA-06-0195-01Z-00-DX5,TCGA-GBM,4
7727,TCGA-12-0657-01Z-00-DX2,TCGA-GBM,5
7118,TCGA-19-0964-01Z-00-DX1,TCGA-GBM,6
7564,TCGA-12-1088-01Z-00-DX3,TCGA-GBM,7
7202,TCGA-02-0052-01Z-00-DX1,TCGA-GBM,8
7533,TCGA-06-0141-01Z-00-DX1,TCGA-GBM,9
7295,TCGA-12-0778-01Z-00-DX3,TCGA-GBM,0
7655,TCGA-06-0213-01Z-00-DX2,TCGA-GBM,1
7243,TCGA-08-0524-01Z-00-DX3,TCGA-GBM,2
7143,TCGA-12-0691-01Z-00-DX2,TCGA-GBM,3
7512,TCGA-14-1795-01Z-00-DX6,TCGA-GBM,4
7517,TCGA-14-1829-01Z-00-DX3,TCGA-GBM,5
7167,TCGA-12-1097-01Z-00-DX1,TCGA-GBM,6
7261,TCGA-12-1093-01Z-00-DX2,TCGA-GBM,7
7269,TCGA-02-0024-01Z-00-DX1,TCGA-GBM,8
7109,TCGA-RR-A6KB-01Z-00-DX1,TCGA-GBM,9
7701,TCGA-12-3648-01Z-00-DX1,TCGA-GBM,0
7589,TCGA-02-0001-01Z-00-DX3,TCGA-GBM,1
7357,TCGA-06-0126-01Z-00-DX1,TCGA-GBM,2
7232,TCGA-06-0188-01Z-00-DX6,TCGA-GBM,3
7390,TCGA-12-3651-01Z-00-DX4,TCGA-GBM,4
7524,TCGA-06-0138-01Z-00-DX4,TCGA-GBM,5
7732,TCGA-12-1095-01Z-00-DX3,TCGA-GBM,6
7681,TCGA-12-1598-01Z-00-DX2,TCGA-GBM,7
7675,TCGA-12-1602-01Z-00-DX2,TCGA-GBM,8
7504,TCGA-06-5411-01Z-00-DX1,TCGA-GBM,9
7619,TCGA-02-0026-01Z-00-DX1,TCGA-GBM,0
7530,TCGA-14-1794-01Z-00-DX2,TCGA-GBM,1
7612,TCGA-12-3649-01Z-00-DX2,TCGA-GBM,2
7441,TCGA-02-0015-01Z-00-DX1,TCGA-GBM,3
7705,TCGA-12-0775-01Z-00-DX3,TCGA-GBM,4
7462,TCGA-06-0166-01Z-00-DX1,TCGA-GBM,5
6970,TCGA-12-0829-01Z-00-DX2,TCGA-GBM,6
7127,TCGA-87-5896-01Z-00-DX1,TCGA-GBM,7
7044,TCGA-02-0003-01Z-00-DX3,TCGA-GBM,8
7409,TCGA-12-0775-01Z-00-DX4,TCGA-GBM,9
6920,TCGA-12-0707-01Z-00-DX5,TCGA-GBM,0
7425,TCGA-15-1444-01Z-00-DX2,TCGA-GBM,1
7055,TCGA-27-2527-01Z-00-DX1,TCGA-GBM,2
7539,TCGA-06-0646-01Z-00-DX1,TCGA-GBM,3
7621,TCGA-08-0518-01Z-00-DX8,TCGA-GBM,4
7613,TCGA-19-2624-01Z-00-DX1,TCGA-GBM,5
7694,TCGA-14-0871-01Z-00-DX3,TCGA-GBM,6
6980,TCGA-02-0281-01Z-00-DX2,TCGA-GBM,7
7448,TCGA-06-0127-01Z-00-DX1,TCGA-GBM,8
7125,TCGA-06-0173-01Z-00-DX2,TCGA-GBM,9
7459,TCGA-02-0338-01Z-00-DX2,TCGA-GBM,0
7575,TCGA-14-1821-01Z-00-DX2,TCGA-GBM,1
7345,TCGA-06-0174-01Z-00-DX2,TCGA-GBM,2
7438,TCGA-14-1829-01Z-00-DX4,TCGA-GBM,3
7638,TCGA-19-A6J5-01Z-00-DX5,TCGA-GBM,4
7091,TCGA-08-0390-01Z-00-DX1,TCGA-GBM,5
7277,TCGA-02-0074-01Z-00-DX1,TCGA-GBM,6
7282,TCGA-12-0657-01Z-00-DX3,TCGA-GBM,7
7684,TCGA-06-0749-01Z-00-DX1,TCGA-GBM,8
7102,TCGA-06-0686-01Z-00-DX2,TCGA-GBM,9
6889,TCGA-06-0749-01Z-00-DX2,TCGA-GBM,0
7527,TCGA-02-0058-01Z-00-DX1,TCGA-GBM,1
7723,TCGA-06-0178-01Z-00-DX8,TCGA-GBM,2
7497,TCGA-14-1459-01Z-00-DX4,TCGA-GBM,3
7431,TCGA-28-1750-01Z-00-DX1,TCGA-GBM,4
7568,TCGA-02-0338-01Z-00-DX1,TCGA-GBM,5
6983,TCGA-06-1087-01Z-00-DX1,TCGA-GBM,6
7458,TCGA-08-0518-01Z-00-DX4,TCGA-GBM,7
7291,TCGA-06-0122-01Z-00-DX1,TCGA-GBM,8
7387,TCGA-02-0037-01Z-00-DX1,TCGA-GBM,9
6932,TCGA-12-0776-01Z-00-DX3,TCGA-GBM,0
6917,TCGA-02-0038-01Z-00-DX1,TCGA-GBM,1
7085,TCGA-08-0351-01Z-00-DX1,TCGA-GBM,2
7019,TCGA-06-0211-01Z-00-DX1,TCGA-GBM,3
6912,TCGA-02-0007-01Z-00-DX1,TCGA-GBM,4
7640,TCGA-06-0143-01Z-00-DX2,TCGA-GBM,5
7115,TCGA-06-6389-01Z-00-DX1,TCGA-GBM,6
7374,TCGA-06-0649-01Z-00-DX2,TCGA-GBM,7
7263,TCGA-19-1791-01Z-00-DX1,TCGA-GBM,8
7173,TCGA-06-0188-01Z-00-DX1,TCGA-GBM,9
7303,TCGA-14-0789-01Z-00-DX3,TCGA-GBM,0
7559,TCGA-27-2519-01Z-00-DX1,TCGA-GBM,1
7276,TCGA-12-0818-01Z-00-DX1,TCGA-GBM,2
7477,TCGA-02-0054-01Z-00-DX1,TCGA-GBM,3
7383,TCGA-02-0027-01Z-00-DX1,TCGA-GBM,4
7023,TCGA-02-0085-01Z-00-DX1,TCGA-GBM,5
6947,TCGA-06-0195-01Z-00-DX3,TCGA-GBM,6
7356,TCGA-12-0769-01Z-00-DX3,TCGA-GBM,7
7532,TCGA-06-0646-01Z-00-DX2,TCGA-GBM,8
7013,TCGA-06-0219-01Z-00-DX1,TCGA-GBM,9
7722,TCGA-06-0216-01Z-00-DX2,TCGA-GBM,0
7405,TCGA-14-1827-01Z-00-DX2,TCGA-GBM,1
6949,TCGA-06-0157-01Z-00-DX2,TCGA-GBM,2
6899,TCGA-27-1838-01Z-00-DX1,TCGA-GBM,3
7041,TCGA-02-0025-01Z-00-DX2,TCGA-GBM,4
6925,TCGA-06-1801-01Z-00-DX2,TCGA-GBM,5
7377,TCGA-26-5133-01Z-00-DX1,TCGA-GBM,6
7264,TCGA-19-A6J4-01Z-00-DX1,TCGA-GBM,7
7072,TCGA-06-0122-01Z-00-DX3,TCGA-GBM,8
7101,TCGA-06-0176-01Z-00-DX2,TCGA-GBM,9
6937,TCGA-19-1789-01Z-00-DX1,TCGA-GBM,0
7222,TCGA-06-0133-01Z-00-DX2,TCGA-GBM,1
7633,TCGA-12-3649-01Z-00-DX3,TCGA-GBM,2
7604,TCGA-02-0006-01Z-00-DX1,TCGA-GBM,3
7609,TCGA-15-1449-01Z-00-DX2,TCGA-GBM,4
7180,TCGA-4W-AA9T-01Z-00-DX1,TCGA-GBM,5
7586,TCGA-14-1829-01Z-00-DX8,TCGA-GBM,6
7136,TCGA-06-0137-01Z-00-DX3,TCGA-GBM,7
7611,TCGA-06-0189-01Z-00-DX1,TCGA-GBM,8
7346,TCGA-14-1459-01Z-00-DX5,TCGA-GBM,9
7340,TCGA-27-1832-01Z-00-DX4,TCGA-GBM,0
7741,TCGA-02-0289-01Z-00-DX1,TCGA-GBM,1
7154,TCGA-14-1402-01Z-00-DX3,TCGA-GBM,2
7086,TCGA-06-0141-01Z-00-DX3,TCGA-GBM,3
7046,TCGA-06-0171-01Z-00-DX2,TCGA-GBM,4
7440,TCGA-08-0352-01Z-00-DX1,TCGA-GBM,5
7614,TCGA-14-0786-01Z-00-DX1,TCGA-GBM,6
7286,TCGA-06-0158-01Z-00-DX1,TCGA-GBM,7
7587,TCGA-06-5416-01Z-00-DX1,TCGA-GBM,8
7361,TCGA-06-0154-01Z-00-DX1,TCGA-GBM,9
7656,TCGA-12-0662-01Z-00-DX4,TCGA-GBM,0
6990,TCGA-06-0133-01Z-00-DX1,TCGA-GBM,1
7450,TCGA-12-1088-01Z-00-DX2,TCGA-GBM,2
7274,TCGA-19-1388-01Z-00-DX1,TCGA-GBM,3
6886,TCGA-19-A6J5-01Z-00-DX2,TCGA-GBM,4
7689,TCGA-27-2521-01Z-00-DX1,TCGA-GBM,5
7446,TCGA-4W-AA9R-01Z-00-DX1,TCGA-GBM,6
6965,TCGA-12-0827-01Z-00-DX2,TCGA-GBM,7
7090,TCGA-12-3644-01Z-00-DX2,TCGA-GBM,8
6919,TCGA-08-0522-01Z-00-DX1,TCGA-GBM,9
7660,TCGA-12-0819-01Z-00-DX2,TCGA-GBM,0
7393,TCGA-08-0531-01Z-00-DX1,TCGA-GBM,1
7312,TCGA-14-1458-01Z-00-DX3,TCGA-GBM,2
7339,TCGA-12-1094-01Z-00-DX1,TCGA-GBM,3
7251,TCGA-12-0828-01Z-00-DX1,TCGA-GBM,4
6976,TCGA-06-0188-01Z-00-DX3,TCGA-GBM,5
7224,TCGA-12-0769-01Z-00-DX2,TCGA-GBM,6
7449,TCGA-12-0828-01Z-00-DX3,TCGA-GBM,7
7230,TCGA-27-1835-01Z-00-DX1,TCGA-GBM,8
7661,TCGA-02-0440-01Z-00-DX2,TCGA-GBM,9
7126,TCGA-27-1836-01Z-00-DX2,TCGA-GBM,0
6898,TCGA-12-0688-01Z-00-DX1,TCGA-GBM,1
7200,TCGA-14-1453-01Z-00-DX1,TCGA-GBM,2
7485,TCGA-06-5418-01Z-00-DX1,TCGA-GBM,3
7272,TCGA-15-1444-01Z-00-DX1,TCGA-GBM,4
7158,TCGA-06-0169-01Z-00-DX1,TCGA-GBM,5
7051,TCGA-27-2523-01Z-00-DX1,TCGA-GBM,6
7737,TCGA-14-0813-01Z-00-DX2,TCGA-GBM,7
7531,TCGA-06-0646-01Z-00-DX3,TCGA-GBM,8
7369,TCGA-12-0662-01Z-00-DX1,TCGA-GBM,9
7726,TCGA-08-0349-01Z-00-DX1,TCGA-GBM,0
7389,TCGA-41-2575-01Z-00-DX1,TCGA-GBM,1
7128,TCGA-12-0688-01Z-00-DX2,TCGA-GBM,2
7451,TCGA-12-1091-01Z-00-DX1,TCGA-GBM,3
7447,TCGA-12-0820-01Z-00-DX1,TCGA-GBM,4
7571,TCGA-14-1458-01Z-00-DX4,TCGA-GBM,5
7074,TCGA-08-0510-01Z-00-DX1,TCGA-GBM,6
7667,TCGA-08-0509-01Z-00-DX1,TCGA-GBM,7
7584,TCGA-14-0867-01Z-00-DX2,TCGA-GBM,8
7360,TCGA-02-0258-01Z-00-DX1,TCGA-GBM,9
7566,TCGA-06-0141-01Z-00-DX5,TCGA-GBM,0
7395,TCGA-06-0208-01Z-00-DX4,TCGA-GBM,1
6943,TCGA-06-0129-01Z-00-DX1,TCGA-GBM,2
7359,TCGA-14-1795-01Z-00-DX1,TCGA-GBM,3
7445,TCGA-14-1451-01Z-00-DX4,TCGA-GBM,4
7632,TCGA-19-5951-01Z-00-DX1,TCGA-GBM,5
7137,TCGA-12-3648-01Z-00-DX3,TCGA-GBM,6
6906,TCGA-12-0692-01Z-00-DX4,TCGA-GBM,7
7198,TCGA-12-1602-01Z-00-DX3,TCGA-GBM,8
7344,TCGA-06-1805-01Z-00-DX1,TCGA-GBM,9
7045,TCGA-14-0871-01Z-00-DX2,TCGA-GBM,0
7161,TCGA-15-1447-01Z-00-DX2,TCGA-GBM,1
7076,TCGA-06-0875-01Z-00-DX1,TCGA-GBM,2
7270,TCGA-14-1451-01Z-00-DX1,TCGA-GBM,3
7690,TCGA-02-0325-01Z-00-DX2,TCGA-GBM,4
7298,TCGA-06-0178-01Z-00-DX6,TCGA-GBM,5
7376,TCGA-19-2619-01Z-00-DX1,TCGA-GBM,6
7228,TCGA-19-5956-01Z-00-DX1,TCGA-GBM,7
7654,TCGA-28-1755-01Z-00-DX1,TCGA-GBM,8
7193,TCGA-02-0281-01Z-00-DX1,TCGA-GBM,9
7546,TCGA-12-0616-01Z-00-DX2,TCGA-GBM,0
7015,TCGA-19-A60I-01Z-00-DX1,TCGA-GBM,1
7548,TCGA-12-0769-01Z-00-DX4,TCGA-GBM,2
6984,TCGA-06-0178-01Z-00-DX4,TCGA-GBM,3
7257,TCGA-06-0152-01Z-00-DX4,TCGA-GBM,4
6972,TCGA-06-0156-01Z-00-DX4,TCGA-GBM,5
7343,TCGA-14-0783-01Z-00-DX3,TCGA-GBM,6
7215,TCGA-28-1751-01Z-00-DX1,TCGA-GBM,7
7099,TCGA-06-0188-01Z-00-DX2,TCGA-GBM,8
7351,TCGA-02-0430-01Z-00-DX1,TCGA-GBM,9
7006,TCGA-02-0451-01Z-00-DX2,TCGA-GBM,0
7499,TCGA-02-0439-01Z-00-DX3,TCGA-GBM,1
6905,TCGA-06-0881-01Z-00-DX1,TCGA-GBM,2
7585,TCGA-06-0195-01Z-00-DX1,TCGA-GBM,3
6956,TCGA-02-0069-01Z-00-DX1,TCGA-GBM,4
6991,TCGA-12-1097-01Z-00-DX2,TCGA-GBM,5
7155,TCGA-14-1454-01Z-00-DX2,TCGA-GBM,6
7320,TCGA-12-0822-01Z-00-DX4,TCGA-GBM,7
6987,TCGA-02-0422-01Z-00-DX1,TCGA-GBM,8
4770,TCGA-F7-A620-01Z-00-DX1,TCGA-HNSC,0
4788,TCGA-CV-5431-01Z-00-DX1,TCGA-HNSC,1
4748,TCGA-DQ-7589-01Z-00-DX1,TCGA-HNSC,2
4993,TCGA-CV-7422-01Z-00-DX1,TCGA-HNSC,3
4959,TCGA-P3-A5QF-01Z-00-DX1,TCGA-HNSC,4
5095,TCGA-IQ-7630-01Z-00-DX1,TCGA-HNSC,5
4926,TCGA-BA-A6DL-01Z-00-DX1,TCGA-HNSC,6
4724,TCGA-D6-6827-01Z-00-DX2,TCGA-HNSC,7
4841,TCGA-CV-5434-01Z-00-DX1,TCGA-HNSC,8
4785,TCGA-F7-A61W-01Z-00-DX1,TCGA-HNSC,9
4793,TCGA-KU-A6H7-01Z-00-DX1,TCGA-HNSC,0
4895,TCGA-F7-A50G-01Z-00-DX1,TCGA-HNSC,1
5066,TCGA-H7-A6C5-01Z-00-DX1,TCGA-HNSC,2
4890,TCGA-CV-7091-01Z-00-DX1,TCGA-HNSC,3
5174,TCGA-CV-7425-01Z-00-DX1,TCGA-HNSC,4
5165,TCGA-CN-4731-01Z-00-DX1,TCGA-HNSC,5
4863,TCGA-CV-A45Z-01Z-00-DX1,TCGA-HNSC,6
4808,TCGA-UF-A71A-01Z-00-DX1,TCGA-HNSC,7
5142,TCGA-CN-5366-01Z-00-DX1,TCGA-HNSC,8
4792,TCGA-CN-4729-01Z-00-DX1,TCGA-HNSC,9
4715,TCGA-CV-6955-01Z-00-DX1,TCGA-HNSC,0
5182,TCGA-H7-A76A-01Z-00-DX1,TCGA-HNSC,1
4726,TCGA-QK-A64Z-01Z-00-DX1,TCGA-HNSC,2
4868,TCGA-CQ-A4CD-01Z-00-DX1,TCGA-HNSC,3
4791,TCGA-CV-6943-01Z-00-DX1,TCGA-HNSC,4
5031,TCGA-CV-7255-01Z-00-DX1,TCGA-HNSC,5
5029,TCGA-CN-6023-01Z-00-DX1,TCGA-HNSC,6
4790,TCGA-CV-7416-01Z-00-DX1,TCGA-HNSC,7
4745,TCGA-CV-A463-01Z-00-DX1,TCGA-HNSC,8
5180,TCGA-CV-6936-01Z-00-DX1,TCGA-HNSC,9
4828,TCGA-CV-7415-01Z-00-DX1,TCGA-HNSC,0
4910,TCGA-UF-A71E-01Z-00-DX1,TCGA-HNSC,1
4816,TCGA-MT-A67D-01Z-00-DX1,TCGA-HNSC,2
5122,TCGA-CN-4722-01Z-00-DX1,TCGA-HNSC,3
4733,TCGA-CQ-5329-01Z-00-DX1,TCGA-HNSC,4
